type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
V6,120,I1169,1600.0,0.0,0.0,0
V6,120,I0800,0.0,1200.0,0.0,0
V6,120,I0887,780.0,1200.0,0.0,0
V6,121,I1195,0.0,0.0,0.0,0
V6,121,I1200,1600.0,0.0,0.0,0
V6,121,I0957,0.0,1200.0,0.0,0
V6,121,I1030,780.0,1200.0,0.0,0
V6,122,I1220,0.0,0.0,0.0,0
V6,122,I1240,1600.0,0.0,0.0,0
V6,122,I1182,0.0,1200.0,0.0,0
V6,122,I1184,780.0,1200.0,0.0,0
V6,123,I0001,0.0,0.0,0.0,0
V6,123,I0003,1400.0,0.0,0.0,0
V6,123,I0006,2800.0,0.0,0.0,1
V6,123,I0811,0.0,1200.0,0.0,0
V6,123,I0048,1200.0,1200.0,0.0,0
V6,124,I0007,0.0,0.0,0.0,0
V6,124,I0008,1400.0,0.0,0.0,0
V6,124,I0017,2800.0,0.0,0.0,1
V6,124,I1149,0.0,1200.0,0.0,0
V6,124,I0109,1200.0,1200.0,0.0,0
V6,125,I0015,0.0,0.0,0.0,0
V6,125,I0019,1400.0,0.0,0.0,0
V6,125,I0029,2800.0,0.0,0.0,1
V6,125,I1270,0.0,1200.0,0.0,0
V6,125,I0150,1200.0,1200.0,0.0,0
V6,126,I0027,0.0,0.0,0.0,0
V6,126,I0033,1400.0,0.0,0.0,0
V6,126,I0042,2800.0,0.0,0.0,1
V6,126,I0914,0.0,1200.0,0.0,0
V6,126,I1110,1200.0,1200.0,0.0,0
V6,127,I0038,0.0,0.0,0.0,0
V6,127,I0039,1400.0,0.0,0.0,0
V6,127,I0047,2800.0,0.0,0.0,1
V6,127,I1251,0.0,1200.0,0.0,0
V6,127,I0276,1200.0,1200.0,0.0,0
V6,128,I0040,0.0,0.0,0.0,0
V6,128,I0041,1400.0,0.0,0.0,0
V6,128,I0062,2800.0,0.0,0.0,1
V6,128,I0321,0.0,1200.0,0.0,0
V6,128,I0455,1200.0,1200.0,0.0,0
V6,129,I0056,0.0,0.0,0.0,0
V6,129,I0058,1400.0,0.0,0.0,0
V6,129,I0068,2800.0,0.0,0.0,1
V6,129,I0613,0.0,1200.0,0.0,0
V6,129,I0962,1200.0,1200.0,0.0,0
V6,130,I0061,0.0,0.0,0.0,0
V6,130,I0063,1400.0,0.0,0.0,0
V6,130,I0094,2800.0,0.0,0.0,1
V6,130,I1096,0.0,1200.0,0.0,0
V6,130,I1217,1200.0,1200.0,0.0,0
V6,131,I0071,0.0,0.0,0.0,0
V6,131,I0072,1400.0,0.0,0.0,0
V6,131,I0118,2800.0,0.0,0.0,1
V6,131,I0079,0.0,1200.0,0.0,0
V6,131,I0402,1200.0,1200.0,0.0,0
V6,132,I0073,0.0,0.0,0.0,0
V6,132,I0086,1400.0,0.0,0.0,0
V6,132,I0153,2800.0,0.0,0.0,1
V6,132,I0313,0.0,1200.0,0.0,0
V6,132,I1199,1200.0,1200.0,0.0,0
V6,133,I0089,0.0,0.0,0.0,0
V6,133,I0090,1400.0,0.0,0.0,0
V6,133,I0175,2800.0,0.0,0.0,0
V6,133,I0343,0.0,1200.0,0.0,0
V6,133,I0215,1200.0,1200.0,0.0,0
V6,134,I0099,0.0,0.0,0.0,0
V6,134,I0102,1400.0,0.0,0.0,0
V6,134,I0183,2800.0,0.0,0.0,0
V6,134,I0822,0.0,1200.0,0.0,0
V6,134,I1150,1200.0,1200.0,0.0,0
V6,135,I0107,0.0,0.0,0.0,0
V6,135,I0113,1400.0,0.0,0.0,0
V6,135,I0205,2800.0,0.0,0.0,1
V6,135,I0606,0.0,1200.0,0.0,0
